Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"The next morning at breakfast , Dudley is asked to get the post by Vernon .","['breakfast', 'Vernon']","['breakfast:morning', 'Vernon:get']","['morning', 'post']","['morning:asked', 'post:get']",0.0,"[(('asked', 'VBN'), 'nsubjpass', ('morning', 'NN')), (('morning', 'NN'), 'det', ('The', 'DT')), (('morning', 'NN'), 'amod', ('next', 'JJ')), (('morning', 'NN'), 'nmod', ('breakfast', 'NN')), (('breakfast', 'NN'), 'case', ('at', 'IN')), (('breakfast', 'NN'), 'appos', ('Dudley', 'NNP')), (('asked', 'VBN'), 'auxpass', ('is', 'VBZ')), (('asked', 'VBN'), 'xcomp', ('get', 'VB')), (('get', 'VB'), 'mark', ('to', 'TO')), (('get', 'VB'), 'dobj', ('post', 'NN')), (('post', 'NN'), 'det', ('the', 'DT')), (('get', 'VB'), 'nmod', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'case', ('by', 'IN'))]"
"After banging things all the way down the hall with his Smeltings stick , Dudley calls out that there is another letter addressed to Harry , this time in '' The Smallest Bedroom '' , rather than '' The Cupboard Under the Stairs '' .","['stick', 'Dudley', 'letter', 'Bedroom', 'Cupboard', 'Stairs']","['stick:banging', 'Dudley:calls', 'letter:is', 'Bedroom:time', 'Cupboard:Harry', 'Stairs:Cupboard']",['things'],['things:banging'],0.0,"[(('calls', 'VBZ'), 'advcl', ('banging', 'VBG')), (('banging', 'VBG'), 'mark', ('After', 'IN')), (('banging', 'VBG'), 'dobj', ('things', 'NNS')), (('banging', 'VBG'), 'nmod', ('stick', 'NN')), (('stick', 'NN'), 'advmod', ('down', 'RB')), (('down', 'RB'), 'nmod:npmod', ('way', 'NN')), (('way', 'NN'), 'det:predet', ('all', 'PDT')), (('way', 'NN'), 'det', ('the', 'DT')), (('down', 'RB'), 'nmod:npmod', ('hall', 'NN')), (('hall', 'NN'), 'det', ('the', 'DT')), (('stick', 'NN'), 'case', ('with', 'IN')), (('stick', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('stick', 'NN'), 'compound', ('Smeltings', 'NNP')), (('calls', 'VBZ'), 'nsubj', ('Dudley', 'NNP')), (('calls', 'VBZ'), 'compound:prt', ('out', 'RP')), (('calls', 'VBZ'), 'ccomp', ('is', 'VBZ')), (('is', 'VBZ'), 'mark', ('that', 'IN')), (('is', 'VBZ'), 'expl', ('there', 'EX')), (('is', 'VBZ'), 'nsubj', ('letter', 'NN')), (('letter', 'NN'), 'det', ('another', 'DT')), (('letter', 'NN'), 'acl', ('addressed', 'VBN')), (('addressed', 'VBN'), 'advcl', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('to', 'TO')), (('Harry', 'NNP'), 'appos', ('time', 'NN')), (('time', 'NN'), 'det', ('this', 'DT')), (('time', 'NN'), 'nmod', ('Bedroom', 'NNP')), (('Bedroom', 'NNP'), 'case', ('in', 'IN')), (('Bedroom', 'NNP'), 'det', ('The', 'DT')), (('Bedroom', 'NNP'), 'compound', ('Smallest', 'NNP')), (('Harry', 'NNP'), 'dep', ('rather', 'RB')), (('Harry', 'NNP'), 'nmod', ('Cupboard', 'NN')), (('Cupboard', 'NN'), 'case', ('than', 'IN')), (('Cupboard', 'NN'), 'det', ('The', 'DT')), (('Cupboard', 'NN'), 'nmod', ('Stairs', 'NNP')), (('Stairs', 'NNP'), 'case', ('Under', 'IN')), (('Stairs', 'NNP'), 'det', ('the', 'DT'))]"
Both Harry and Vernon rush to the hallway in an attempt to get the letter .,"['Harry', 'Vernon', 'hallway', 'attempt']","['Harry:rush', 'Vernon:rush', 'hallway:rush', 'attempt:hallway']",['letter'],['letter:get'],0.0,"[(('rush', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc:preconj', ('Both', 'DT')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Vernon', 'NNP')), (('rush', 'VBP'), 'nmod', ('hallway', 'NN')), (('hallway', 'NN'), 'case', ('to', 'TO')), (('hallway', 'NN'), 'det', ('the', 'DT')), (('hallway', 'NN'), 'nmod', ('attempt', 'NN')), (('attempt', 'NN'), 'case', ('in', 'IN')), (('attempt', 'NN'), 'det', ('an', 'DT')), (('rush', 'VBP'), 'xcomp', ('get', 'VB')), (('get', 'VB'), 'mark', ('to', 'TO')), (('get', 'VB'), 'dobj', ('letter', 'NN')), (('letter', 'NN'), 'det', ('the', 'DT'))]"
"After a minute of confused fighting , Vernon emerges clutching the letter in Vernon 's hand .","['minute', 'fighting', 'Vernon', 'hand']","['minute:emerges', 'fighting:minute', 'Vernon:emerges', 'hand:letter']",['letter'],['letter:clutching'],-0.1531,"[(('emerges', 'VBZ'), 'nmod', ('minute', 'NN')), (('minute', 'NN'), 'case', ('After', 'IN')), (('minute', 'NN'), 'det', ('a', 'DT')), (('minute', 'NN'), 'nmod', ('fighting', 'NN')), (('fighting', 'NN'), 'case', ('of', 'IN')), (('fighting', 'NN'), 'amod', ('confused', 'JJ')), (('emerges', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('emerges', 'VBZ'), 'xcomp', ('clutching', 'VBG')), (('clutching', 'VBG'), 'dobj', ('letter', 'NN')), (('letter', 'NN'), 'det', ('the', 'DT')), (('letter', 'NN'), 'nmod', ('hand', 'NN')), (('hand', 'NN'), 'case', ('in', 'IN')), (('hand', 'NN'), 'nmod:poss', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'case', (""'s"", 'POS'))]"
"Determined to see what his letter says , Harry creeps down the stairs early the next morning and approaches the door .","['letter', 'Harry']","['letter:says', 'Harry:creeps']","['stairs', 'door']","['stairs:creeps', 'door:approaches']",0.34,"[(('creeps', 'VBZ'), 'advcl', ('Determined', 'VBN')), (('Determined', 'VBN'), 'xcomp', ('see', 'VB')), (('see', 'VB'), 'mark', ('to', 'TO')), (('see', 'VB'), 'ccomp', ('says', 'VBZ')), (('says', 'VBZ'), 'dobj', ('what', 'WP')), (('says', 'VBZ'), 'nsubj', ('letter', 'NN')), (('letter', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('creeps', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('creeps', 'VBZ'), 'compound:prt', ('down', 'RP')), (('creeps', 'VBZ'), 'dobj', ('stairs', 'NNS')), (('stairs', 'NNS'), 'det', ('the', 'DT')), (('stairs', 'NNS'), 'advmod', ('early', 'JJ')), (('stairs', 'NNS'), 'dep', ('morning', 'NN')), (('morning', 'NN'), 'det', ('the', 'DT')), (('morning', 'NN'), 'amod', ('next', 'JJ')), (('creeps', 'VBZ'), 'cc', ('and', 'CC')), (('creeps', 'VBZ'), 'conj', ('approaches', 'VBZ')), (('approaches', 'VBZ'), 'dobj', ('door', 'NN')), (('door', 'NN'), 'det', ('the', 'DT'))]"
"Harry is going to camp there until the post arrives , then Harry will finally get to read Harry 's letter .","['Harry', 'post', 'Harry']","['Harry:going', 'post:arrives', 'Harry:get']",['letter'],['letter:read'],0.0,"[(('going', 'VBG'), 'nsubj', ('Harry', 'NNP')), (('going', 'VBG'), 'aux', ('is', 'VBZ')), (('going', 'VBG'), 'xcomp', ('camp', 'VB')), (('camp', 'VB'), 'mark', ('to', 'TO')), (('camp', 'VB'), 'advmod', ('there', 'RB')), (('camp', 'VB'), 'advcl', ('arrives', 'VBZ')), (('arrives', 'VBZ'), 'mark', ('until', 'IN')), (('arrives', 'VBZ'), 'nsubj', ('post', 'NN')), (('post', 'NN'), 'det', ('the', 'DT')), (('going', 'VBG'), 'parataxis', ('get', 'VB')), (('get', 'VB'), 'advmod', ('then', 'RB')), (('get', 'VB'), 'nsubj', ('Harry', 'NNP')), (('get', 'VB'), 'aux', ('will', 'MD')), (('get', 'VB'), 'advmod', ('finally', 'RB')), (('get', 'VB'), 'xcomp', ('read', 'VB')), (('read', 'VB'), 'mark', ('to', 'TO')), (('read', 'VB'), 'dobj', ('letter', 'NN')), (('letter', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS'))]"
"When Harry reaches the door , however , Harry stands on Vernon - who had the very same idea .","['Harry', 'Harry', 'Vernon']","['Harry:reaches', 'Harry:stands', 'Vernon:stands']","['door', 'idea']","['door:reaches', 'idea:had']",0.0516,"[(('stands', 'VBZ'), 'advcl', ('reaches', 'VBZ')), (('reaches', 'VBZ'), 'advmod', ('When', 'WRB')), (('reaches', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('reaches', 'VBZ'), 'dobj', ('door', 'NN')), (('door', 'NN'), 'det', ('the', 'DT')), (('stands', 'VBZ'), 'advmod', ('however', 'RB')), (('stands', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('stands', 'VBZ'), 'nmod', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'case', ('on', 'IN')), (('Vernon', 'NNP'), 'acl:relcl', ('had', 'VBD')), (('had', 'VBD'), 'nsubj', ('who', 'WP')), (('had', 'VBD'), 'dobj', ('idea', 'NN')), (('idea', 'NN'), 'det', ('the', 'DT')), (('idea', 'NN'), 'amod', ('same', 'JJ')), (('same', 'JJ'), 'advmod', ('very', 'RB'))]"
"Every day , letters appear addressed to Harry , and they are doubling in number .","['letters', 'Harry', 'they', 'number']","['letters:appear', 'Harry:addressed', 'they:doubling', 'number:doubling']",[],[],0.0772,"[(('appear', 'VBP'), 'nmod:tmod', ('day', 'NN')), (('day', 'NN'), 'det', ('Every', 'DT')), (('appear', 'VBP'), 'nsubj', ('letters', 'NNS')), (('appear', 'VBP'), 'dep', ('addressed', 'VBN')), (('addressed', 'VBN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('to', 'TO')), (('appear', 'VBP'), 'cc', ('and', 'CC')), (('appear', 'VBP'), 'conj', ('doubling', 'VBG')), (('doubling', 'VBG'), 'nsubj', ('they', 'PRP')), (('doubling', 'VBG'), 'aux', ('are', 'VBP')), (('doubling', 'VBG'), 'nmod', ('number', 'NN')), (('number', 'NN'), 'case', ('in', 'IN'))]"
"Eventually , there are so many letters arriving that Vernon resorts to nailing shut the letter box .",['Vernon'],['Vernon:resorts'],['box'],['box:shut'],0.0,"[(('arriving', 'VBG'), 'advmod', ('Eventually', 'RB')), (('arriving', 'VBG'), 'expl', ('there', 'EX')), (('arriving', 'VBG'), 'aux', ('are', 'VBP')), (('arriving', 'VBG'), 'advmod', ('so', 'RB')), (('so', 'RB'), 'nmod:npmod', ('letters', 'NNS')), (('letters', 'NNS'), 'amod', ('many', 'JJ')), (('arriving', 'VBG'), 'ccomp', ('resorts', 'VBZ')), (('resorts', 'VBZ'), 'mark', ('that', 'IN')), (('resorts', 'VBZ'), 'nsubj', ('Vernon', 'NNP')), (('resorts', 'VBZ'), 'xcomp', ('nailing', 'VB')), (('nailing', 'VB'), 'mark', ('to', 'TO')), (('nailing', 'VB'), 'xcomp', ('shut', 'VB')), (('shut', 'VB'), 'dobj', ('box', 'NN')), (('box', 'NN'), 'det', ('the', 'DT')), (('box', 'NN'), 'compound', ('letter', 'NN'))]"
"But they begin to appear in the strangest of places : under the door , squeezed through the window , and Petunia even finds some while cracking open eggs .","['they', 'strangest', 'places', 'door', 'window', 'Petunia']","['they:begin', 'strangest:appear', 'places:strangest', 'door:appear', 'window:squeezed', 'Petunia:finds']","['while', 'eggs']","['while:finds', 'eggs:cracking']",0.0,"[(('begin', 'VBP'), 'cc', ('But', 'CC')), (('begin', 'VBP'), 'nsubj', ('they', 'PRP')), (('begin', 'VBP'), 'xcomp', ('appear', 'VB')), (('appear', 'VB'), 'mark', ('to', 'TO')), (('appear', 'VB'), 'nmod', ('strangest', 'NN')), (('strangest', 'NN'), 'case', ('in', 'IN')), (('strangest', 'NN'), 'det', ('the', 'DT')), (('strangest', 'NN'), 'nmod', ('places', 'NNS')), (('places', 'NNS'), 'case', ('of', 'IN')), (('appear', 'VB'), 'nmod', ('door', 'NN')), (('door', 'NN'), 'case', ('under', 'IN')), (('door', 'NN'), 'det', ('the', 'DT')), (('door', 'NN'), 'acl', ('squeezed', 'VBN')), (('squeezed', 'VBN'), 'nmod', ('window', 'NN')), (('window', 'NN'), 'case', ('through', 'IN')), (('window', 'NN'), 'det', ('the', 'DT')), (('begin', 'VBP'), 'cc', ('and', 'CC')), (('begin', 'VBP'), 'conj', ('finds', 'VBZ')), (('finds', 'VBZ'), 'nsubj', ('Petunia', 'NNP')), (('finds', 'VBZ'), 'advmod', ('even', 'RB')), (('finds', 'VBZ'), 'dobj', ('while', 'NN')), (('while', 'NN'), 'det', ('some', 'DT')), (('while', 'NN'), 'acl', ('cracking', 'VBG')), (('cracking', 'VBG'), 'dobj', ('eggs', 'NNS')), (('eggs', 'NNS'), 'amod', ('open', 'JJ'))]"
"Finally , they get attacked by thirty or forty letters being fired out of the fireplace .",['fireplace'],['fireplace:fired'],['they'],['they:attacked'],-0.765,"[(('attacked', 'VBN'), 'advmod', ('Finally', 'RB')), (('attacked', 'VBN'), 'nsubjpass', ('they', 'PRP')), (('attacked', 'VBN'), 'auxpass', ('get', 'VBP')), (('attacked', 'VBN'), 'nmod', ('thirty', 'CD')), (('thirty', 'CD'), 'case', ('by', 'IN')), (('thirty', 'CD'), 'cc', ('or', 'CC')), (('thirty', 'CD'), 'conj', ('letters', 'NNS')), (('letters', 'NNS'), 'amod', ('forty', 'JJ')), (('letters', 'NNS'), 'acl', ('fired', 'VBN')), (('fired', 'VBN'), 'auxpass', ('being', 'VBG')), (('fired', 'VBN'), 'compound:prt', ('out', 'RP')), (('fired', 'VBN'), 'nmod', ('fireplace', 'NN')), (('fireplace', 'NN'), 'case', ('of', 'IN')), (('fireplace', 'NN'), 'det', ('the', 'DT'))]"
"Despite the sender 's efforts , Harry still does not manage to get Harry 's hands on one of the letters for long enough to read it and a furious Vernon states that Vernon , Petunia , Dudley and Harry are leaving the house .","['efforts', 'Harry', 'letters', 'Vernon', 'Petunia', 'Dudley', 'Harry']","['efforts:manage', 'Harry:manage', 'letters:one', 'Vernon:leaving', 'Petunia:leaving', 'Dudley:leaving', 'Harry:leaving']","['hands', 'it', 'house']","['hands:get', 'it:read', 'house:leaving']",-0.5719,"[(('manage', 'VB'), 'nmod', ('efforts', 'NNS')), (('efforts', 'NNS'), 'case', ('Despite', 'IN')), (('efforts', 'NNS'), 'nmod:poss', ('sender', 'NN')), (('sender', 'NN'), 'det', ('the', 'DT')), (('sender', 'NN'), 'case', (""'s"", 'POS')), (('manage', 'VB'), 'nsubj', ('Harry', 'NNP')), (('manage', 'VB'), 'advmod', ('still', 'RB')), (('manage', 'VB'), 'aux', ('does', 'VBZ')), (('manage', 'VB'), 'neg', ('not', 'RB')), (('manage', 'VB'), 'xcomp', ('get', 'VB')), (('get', 'VB'), 'mark', ('to', 'TO')), (('get', 'VB'), 'dobj', ('hands', 'NNS')), (('hands', 'NNS'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('get', 'VB'), 'nmod', ('one', 'CD')), (('one', 'CD'), 'case', ('on', 'IN')), (('one', 'CD'), 'nmod', ('letters', 'NNS')), (('letters', 'NNS'), 'case', ('of', 'IN')), (('letters', 'NNS'), 'det', ('the', 'DT')), (('get', 'VB'), 'advcl', ('enough', 'RB')), (('enough', 'RB'), 'case', ('for', 'IN')), (('enough', 'RB'), 'advmod', ('long', 'RB')), (('enough', 'RB'), 'xcomp', ('read', 'VB')), (('read', 'VB'), 'mark', ('to', 'TO')), (('read', 'VB'), 'dobj', ('it', 'PRP')), (('enough', 'RB'), 'cc', ('and', 'CC')), (('enough', 'RB'), 'conj', ('states', 'NNS')), (('states', 'NNS'), 'det', ('a', 'DT')), (('states', 'NNS'), 'amod', ('furious', 'JJ')), (('states', 'NNS'), 'compound', ('Vernon', 'NNP')), (('states', 'NNS'), 'dep', ('leaving', 'VBG')), (('leaving', 'VBG'), 'mark', ('that', 'IN')), (('leaving', 'VBG'), 'nsubj', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'conj', ('Petunia', 'NNP')), (('Vernon', 'NNP'), 'conj', ('Dudley', 'NNP')), (('Vernon', 'NNP'), 'cc', ('and', 'CC')), (('Vernon', 'NNP'), 'conj', ('Harry', 'NNP')), (('leaving', 'VBG'), 'aux', ('are', 'VBP')), (('leaving', 'VBG'), 'dobj', ('house', 'NN')), (('house', 'NN'), 'det', ('the', 'DT'))]"
"Vernon , Petunia , Dudley and Harry get into their car and leave ten minutes later .","['Vernon', 'Petunia', 'Dudley', 'Harry', 'car']","['Vernon:get', 'Petunia:get', 'Dudley:get', 'Harry:get', 'car:get']",[],[],-0.0516,"[(('get', 'VBP'), 'nsubj', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'conj', ('Petunia', 'NNP')), (('Vernon', 'NNP'), 'conj', ('Dudley', 'NNP')), (('Vernon', 'NNP'), 'cc', ('and', 'CC')), (('Vernon', 'NNP'), 'conj', ('Harry', 'NNP')), (('get', 'VBP'), 'nmod', ('car', 'NN')), (('car', 'NN'), 'case', ('into', 'IN')), (('car', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('get', 'VBP'), 'cc', ('and', 'CC')), (('get', 'VBP'), 'conj', ('leave', 'VBP')), (('leave', 'VBP'), 'advmod', ('later', 'RB')), (('later', 'RB'), 'nmod:npmod', ('minutes', 'NNS')), (('minutes', 'NNS'), 'nummod', ('ten', 'CD'))]"
"Vernon , Petunia , Dudley and Harry travel for miles until they eventually stop in front of a gloomy hotel on the brink of the city .","['Vernon', 'Petunia', 'Dudley', 'Harry', 'miles', 'they', 'front', 'hotel', 'brink', 'city']","['Vernon:travel', 'Petunia:travel', 'Dudley:travel', 'Harry:travel', 'miles:travel', 'they:stop', 'front:stop', 'hotel:front', 'brink:stop', 'city:brink']",[],[],-0.4215,"[(('travel', 'VBP'), 'nsubj', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'conj', ('Petunia', 'NNP')), (('Vernon', 'NNP'), 'conj', ('Dudley', 'NNP')), (('Vernon', 'NNP'), 'cc', ('and', 'CC')), (('Vernon', 'NNP'), 'conj', ('Harry', 'NNP')), (('travel', 'VBP'), 'nmod', ('miles', 'NNS')), (('miles', 'NNS'), 'case', ('for', 'IN')), (('travel', 'VBP'), 'advcl', ('stop', 'VB')), (('stop', 'VB'), 'mark', ('until', 'IN')), (('stop', 'VB'), 'nsubj', ('they', 'PRP')), (('stop', 'VB'), 'advmod', ('eventually', 'RB')), (('stop', 'VB'), 'nmod', ('front', 'NN')), (('front', 'NN'), 'case', ('in', 'IN')), (('front', 'NN'), 'nmod', ('hotel', 'NN')), (('hotel', 'NN'), 'case', ('of', 'IN')), (('hotel', 'NN'), 'det', ('a', 'DT')), (('hotel', 'NN'), 'amod', ('gloomy', 'JJ')), (('stop', 'VB'), 'nmod', ('brink', 'NN')), (('brink', 'NN'), 'case', ('on', 'IN')), (('brink', 'NN'), 'det', ('the', 'DT')), (('brink', 'NN'), 'nmod', ('city', 'NN')), (('city', 'NN'), 'case', ('of', 'IN')), (('city', 'NN'), 'det', ('the', 'DT'))]"
"Vernon 's attempt to shake the sender off are not successful , however , as more letters come for Harry to the hotel the very next morning .","['attempt', 'letters', 'Harry', 'hotel']","['attempt:successful', 'letters:successful', 'Harry:come', 'hotel:come']",['sender'],['sender:shake'],-0.582,"[(('successful', 'JJ'), 'nsubj', ('attempt', 'NN')), (('attempt', 'NN'), 'nmod:poss', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'case', (""'s"", 'POS')), (('attempt', 'NN'), 'acl', ('shake', 'VB')), (('shake', 'VB'), 'mark', ('to', 'TO')), (('shake', 'VB'), 'dobj', ('sender', 'NN')), (('sender', 'NN'), 'det', ('the', 'DT')), (('shake', 'VB'), 'compound:prt', ('off', 'RP')), (('successful', 'JJ'), 'cop', ('are', 'VBP')), (('successful', 'JJ'), 'neg', ('not', 'RB')), (('successful', 'JJ'), 'advmod', ('however', 'RB')), (('successful', 'JJ'), 'nmod', ('letters', 'NNS')), (('letters', 'NNS'), 'case', ('as', 'IN')), (('letters', 'NNS'), 'amod', ('more', 'JJR')), (('letters', 'NNS'), 'acl', ('come', 'VBN')), (('come', 'VBN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('for', 'IN')), (('come', 'VBN'), 'nmod', ('hotel', 'NN')), (('hotel', 'NN'), 'case', ('to', 'TO')), (('hotel', 'NN'), 'det', ('the', 'DT')), (('hotel', 'NN'), 'nmod:tmod', ('morning', 'NN')), (('morning', 'NN'), 'det', ('the', 'DT')), (('morning', 'NN'), 'amod', ('very', 'JJ')), (('morning', 'NN'), 'amod', ('next', 'JJ'))]"
"Again , Vernon , Petunia , Dudley and Harry get back in the car and finally stop get on a boat that takes Vernon , Petunia , Dudley and Harry to an island with a small hut on it .","['Vernon', 'Petunia', 'Dudley', 'Harry', 'Petunia', 'Dudley', 'Harry', 'car', 'boat', 'island', 'hut', 'it']","['Vernon:get', 'Petunia:get', 'Dudley:get', 'Harry:get', 'Petunia:get', 'Dudley:get', 'Harry:get', 'car:get', 'boat:get', 'island:takes', 'hut:island', 'it:hut']","['Vernon', 'Petunia', 'Dudley', 'Harry', 'Petunia', 'Dudley', 'Harry']","['Vernon:takes', 'Petunia:takes', 'Dudley:takes', 'Harry:takes', 'Petunia:takes', 'Dudley:takes', 'Harry:takes']",-0.296,"[(('get', 'VBP'), 'advmod', ('Again', 'RB')), (('get', 'VBP'), 'nsubj', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'conj', ('Petunia', 'NNP')), (('Vernon', 'NNP'), 'conj', ('Dudley', 'NNP')), (('Vernon', 'NNP'), 'cc', ('and', 'CC')), (('Vernon', 'NNP'), 'conj', ('Harry', 'NNP')), (('get', 'VBP'), 'advmod', ('back', 'RB')), (('get', 'VBP'), 'nmod', ('car', 'NN')), (('car', 'NN'), 'case', ('in', 'IN')), (('car', 'NN'), 'det', ('the', 'DT')), (('get', 'VBP'), 'cc', ('and', 'CC')), (('get', 'VBP'), 'conj', ('stop', 'VBP')), (('stop', 'VBP'), 'advmod', ('finally', 'RB')), (('stop', 'VBP'), 'xcomp', ('get', 'VB')), (('get', 'VB'), 'nmod', ('boat', 'NN')), (('boat', 'NN'), 'case', ('on', 'IN')), (('boat', 'NN'), 'det', ('a', 'DT')), (('boat', 'NN'), 'acl:relcl', ('takes', 'VBZ')), (('takes', 'VBZ'), 'nsubj', ('that', 'WDT')), (('takes', 'VBZ'), 'dobj', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'conj', ('Petunia', 'NNP')), (('Vernon', 'NNP'), 'conj', ('Dudley', 'NNP')), (('Vernon', 'NNP'), 'cc', ('and', 'CC')), (('Vernon', 'NNP'), 'conj', ('Harry', 'NNP')), (('takes', 'VBZ'), 'nmod', ('island', 'NN')), (('island', 'NN'), 'case', ('to', 'TO')), (('island', 'NN'), 'det', ('an', 'DT')), (('island', 'NN'), 'nmod', ('hut', 'NN')), (('hut', 'NN'), 'case', ('with', 'IN')), (('hut', 'NN'), 'det', ('a', 'DT')), (('hut', 'NN'), 'amod', ('small', 'JJ')), (('hut', 'NN'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('on', 'IN'))]"
Harry remembers that the next day will be Harry 's eleventh birthday .,"['Harry', 'day']","['Harry:remembers', 'day:birthday']",[],[],0.0,"[(('remembers', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('remembers', 'VBZ'), 'ccomp', ('birthday', 'NN')), (('birthday', 'NN'), 'mark', ('that', 'IN')), (('birthday', 'NN'), 'nsubj', ('day', 'NN')), (('day', 'NN'), 'det', ('the', 'DT')), (('day', 'NN'), 'amod', ('next', 'JJ')), (('birthday', 'NN'), 'aux', ('will', 'MD')), (('birthday', 'NN'), 'cop', ('be', 'VB')), (('birthday', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('birthday', 'NN'), 'compound', ('eleventh', 'NN'))]"
"When Vernon , Petunia , Dudley and Harry get there , Harry ca n't sleep with the raging storm outside , so Harry counts down the time until Harry 's birthday .","['Vernon', 'Petunia', 'Dudley', 'Harry', 'Harry', 'outside', 'Harry', 'birthday']","['Vernon:get', 'Petunia:get', 'Dudley:get', 'Harry:get', 'Harry:sleep', 'outside:sleep', 'Harry:counts', 'birthday:counts']",['time'],['time:counts'],-0.5267,"[(('sleep', 'VB'), 'advcl', ('get', 'VBP')), (('get', 'VBP'), 'advmod', ('When', 'WRB')), (('get', 'VBP'), 'nsubj', ('Vernon', 'NNP')), (('Vernon', 'NNP'), 'conj', ('Petunia', 'NNP')), (('Vernon', 'NNP'), 'conj', ('Dudley', 'NNP')), (('Vernon', 'NNP'), 'cc', ('and', 'CC')), (('Vernon', 'NNP'), 'conj', ('Harry', 'NNP')), (('get', 'VBP'), 'advmod', ('there', 'RB')), (('sleep', 'VB'), 'nsubj', ('Harry', 'NNP')), (('sleep', 'VB'), 'aux', ('ca', 'MD')), (('sleep', 'VB'), 'neg', (""n't"", 'RB')), (('sleep', 'VB'), 'nmod', ('outside', 'NN')), (('outside', 'NN'), 'case', ('with', 'IN')), (('outside', 'NN'), 'det', ('the', 'DT')), (('outside', 'NN'), 'amod', ('raging', 'JJ')), (('outside', 'NN'), 'compound', ('storm', 'NN')), (('sleep', 'VB'), 'dep', ('so', 'IN')), (('sleep', 'VB'), 'parataxis', ('counts', 'VBZ')), (('counts', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('counts', 'VBZ'), 'compound:prt', ('down', 'RP')), (('counts', 'VBZ'), 'dobj', ('time', 'NN')), (('time', 'NN'), 'det', ('the', 'DT')), (('counts', 'VBZ'), 'nmod', ('birthday', 'NN')), (('birthday', 'NN'), 'case', ('until', 'IN')), (('birthday', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS'))]"
"When Harry 's watch turns to the next day , there is a loud knocking at the door - something wants to get in ...","['watch', 'day', 'door', 'something']","['watch:turns', 'day:turns', 'door:knocking', 'something:wants']",[],[],0.0,"[(('knocking', 'VBG'), 'advcl', ('turns', 'VBZ')), (('turns', 'VBZ'), 'advmod', ('When', 'WRB')), (('turns', 'VBZ'), 'nsubj', ('watch', 'NN')), (('watch', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('turns', 'VBZ'), 'nmod', ('day', 'NN')), (('day', 'NN'), 'case', ('to', 'TO')), (('day', 'NN'), 'det', ('the', 'DT')), (('day', 'NN'), 'amod', ('next', 'JJ')), (('knocking', 'VBG'), 'expl', ('there', 'EX')), (('knocking', 'VBG'), 'aux', ('is', 'VBZ')), (('knocking', 'VBG'), 'advmod', ('loud', 'RB')), (('loud', 'RB'), 'dep', ('a', 'DT')), (('knocking', 'VBG'), 'nmod', ('door', 'NN')), (('door', 'NN'), 'case', ('at', 'IN')), (('door', 'NN'), 'det', ('the', 'DT')), (('knocking', 'VBG'), 'parataxis', ('wants', 'VBZ')), (('wants', 'VBZ'), 'nsubj', ('something', 'NN')), (('wants', 'VBZ'), 'xcomp', ('get', 'VB')), (('get', 'VB'), 'mark', ('to', 'TO')), (('get', 'VB'), 'compound:prt', ('in', 'RP'))]"
